id,source,text,favorite_count,retweet_count,created_y,created_m,created_d,created_h,created_min
1242827275080531969,Twitter for iPhone,"Congratulations to Prime Minister Abe of Japan, and the IOC, on their very wise decision to present the Olympics in 2021. It will be a great success, and I look forward to being there!",176046,26360,2020,3,25,14,54
1242826052310794240,Twitter for iPhone,"The four hospitals that we (FEMA) are building in NYC at the Javits Convention Center are moving along very well, ahead of schedule. Many additional ventilators also delivered. Good conversation with Governor Cuomo!",99588,19464,2020,3,25,14,49
1242824631230308353,Twitter for iPhone,"Just reported that the United States has done far more “testing” than any other nation, by far! In fact, over an eight day span, the United States now does more testing than what South Korea (which has been a very successful tester) does over an eight week span. Great job!",195263,35139,2020,3,25,14,44
1242787050337832961,Twitter for iPhone,The Democrat’s Best &amp; Finest! https://t.co/xAmbP1Nnm0,109743,30411,2020,3,25,12,14
1242780126674333697,Twitter for iPhone,"Gee, that’s too bad. Such a fine guy. Presidential aspirations you know! https://t.co/MgOWgAzMxs",87980,19789,2020,3,25,11,47
1242777450662244352,Twitter for iPhone,"This is really great news! I am so happy I can barely speak. He may have been a terrible presidential candidate and an even worse U.S. Senator, but he is a RINO, and I like him a lot! https://t.co/42zpWW9vzy",157831,29694,2020,3,25,11,36
1242763375924391936,Twitter for iPhone,"I am working very hard to help New York City &amp; State. Dealing with both Mayor &amp; Governor and producing tremendously for them, including four new medical centers and four new hospitals. Fake News that I won’t help them because I don’t like Cuomo (I do). Just sent 4000 ventilators!",162418,32140,2020,3,25,10,40
1242756708902076417,Twitter for iPhone,“President Trump’s decision to very early on restrict travel from China saved tens of thousands of lives.”  @LouDobbs @FoxBusiness,108435,20597,2020,3,25,10,14
1242539178786725891,Twitter for iPhone,https://t.co/ytgBP3hJv1,88959,22989,2020,3,24,19,50
1242534510320922628,Twitter for iPhone,https://t.co/mDc66ML7rF,58836,15911,2020,3,24,19,31
1242528658767654912,Twitter for iPhone,"Price transparency is so important for the people of our Country. In many ways, it will prove to be as important as healthcare itself. A great issue for both Republicans and Democrats. Hopefully it will be approved!",103656,20723,2020,3,24,19,8
1242482460140736512,Twitter for iPhone,Will be doing a Town Hall on @FoxNews at 12:05 P.M. (Now). I will go on around 1:00 P.M. Enjoy!,77265,14469,2020,3,24,16,4
1242455267603877894,Twitter for iPhone,"Our people want to return to work. They will practice Social Distancing and all else, and Seniors will be watched over protectively &amp; lovingly. We can do two things together. THE CURE CANNOT BE WORSE (by far) THAN THE PROBLEM! Congress MUST ACT NOW. We will come back strong!",276898,55031,2020,3,24,14,16
1242432301885198337,Twitter for iPhone,"Congress must approve the deal, without all of the nonsense, today. The longer it takes, the harder it will be to start up our economy. Our workers will be hurt!",192287,40704,2020,3,24,12,45
1242422012682919937,Twitter for iPhone,This is not about the ridiculous Green New Deal. It is about putting our great workers and companies BACK TO WORK!,211153,45616,2020,3,24,12,4
1242421041193988096,Twitter for iPhone,"The Defense Production Act is in full force, but haven’t had to use it because no one has said NO! Millions of masks coming as back up to States.",107343,20744,2020,3,24,12,0
1242416827558498304,Twitter for iPhone,Keep Charlie Number One. Great Book! https://t.co/fG7YXOCk9R,52078,11746,2020,3,24,11,43
1242414001562292226,Twitter for iPhone,Thank you Kirstie! https://t.co/EHQHglKDCN,65920,13929,2020,3,24,11,32
1242410695188193281,Twitter for iPhone,Buy the book and give Liz some Great Reviews! @OANN https://t.co/i43jDiSg1P,40256,10195,2020,3,24,11,19
1242405446041903104,Twitter for iPhone,A respected coal miner and great dad! Rest In Peace! https://t.co/4xMeHJKxuk,44628,8886,2020,3,24,10,58
1242403723932045313,Twitter for iPhone,The Media is hopeless. Too bad! https://t.co/VYXUbdO7Ms,81423,20737,2020,3,24,10,51
1242402843887362048,Twitter for iPhone,Thank you Tony! https://t.co/U5XxzeQzXJ,43246,11287,2020,3,24,10,48
1242394374224392192,Twitter for iPhone,"The World market for face masks and ventilators is Crazy. We are helping the states to get equipment, but it is not easy. Just got 400 Ventilators for @NYCMayor Bill de Blasio. Work beginning on 4 hospitals in New York! Millions of different type items coming!",66248,14399,2020,3,24,10,14
1242304251520524289,Twitter for iPhone,"This will never be approved by me, or any other Republican! https://t.co/jWcGaS2QZC",101095,27474,2020,3,24,4,16
1242296014633086976,Twitter for iPhone,The Hill/HarrisX: 61% to 39% Approval Rating on handling of Coronavirus situation. Thank you!,72292,14373,2020,3,24,3,43
1242293340151873536,Twitter for iPhone,Republicans had a deal until Nancy Pelosi rode into town from her extended vacation. The Democrats want the Virus to win? They are asking for things that have nothing to do with our great workers or companies. They want Open Borders &amp; Green New Deal. Republicans shouldn’t agree!,195449,48865,2020,3,24,3,33
1242281185084149762,Twitter for iPhone,"....us since the beginning of this crisis.” They meant the opposite? Forgot to mention that I closed our Country to China (and Europe) very early, long before it was considered acceptable to do so. Sleepy Joe said I was “xenophobic”, but I saved thousands of lives! Fake News!",73890,15185,2020,3,24,2,44
1242281182349451264,Twitter for iPhone,"This is the way the @nytimes finished a story on me. “You can see the contrast between the steady, assured, informed and strong leadership that VP Biden (Sleepy Joe) has shown, and the bungling, chaotic and dishonest start-stop approach that Mr. (not Pres.) Trump has shown....",84025,18819,2020,3,24,2,44
1242245994416427008,Twitter for iPhone,https://t.co/w36LLghHiA,74226,16073,2020,3,24,0,24
1242202291718979587,Twitter for iPhone,"....is NOT their fault in any way, shape, or form. They are working closely with us to get rid of it. WE WILL PREVAIL TOGETHER!",125518,21129,2020,3,23,21,31
1242202290393677829,Twitter for iPhone,"It is very important that we totally protect our Asian American community in the United States, and all around the world. They are amazing people, and the spreading of the Virus....",192417,35487,2020,3,23,21,31
1242120391054757900,Twitter for iPhone,A great early result from a drug that will start tomorrow in New York and other places! #COVIDー19 https://t.co/4F4Qk4WFtK,176561,56543,2020,3,23,16,5
1242095933296443395,Twitter for iPhone,"The New York Times changed headlines 3 times in order to satisfy the Radical Left. What should have been a good story got “worse &amp; worse”, until the headline alone made it very unfair. Fake &amp; Corrupt News that is very dangerous for our Country!",162785,38651,2020,3,23,14,28
1242092738973249536,Twitter for iPhone,THIS IS WHY WE NEED BORDERS!,391473,65536,2020,3,23,14,16
1242075604952002573,Twitter for iPhone,"STRONG &amp; UNITED, WE WILL PREVAIL! GOD BLESS THE USA!!
https://t.co/T6UCyaPRIy",149496,33440,2020,3,23,13,7
1242074243560542208,Twitter Media Studio,https://t.co/AU2HE5cTTo,45299,12690,2020,3,23,13,2
1242058470742020096,Twitter for iPhone,"Robert, we will end up stronger than ever before. Thank you! https://t.co/4UfMaCmkg5",58724,12418,2020,3,23,11,59
1242056984104521728,Twitter for iPhone,"We will be guided by the wishes of Prime Minister Abe of Japan, a great friend of the United States and a man who has done a magnificent job on the Olympic Venue, as to attending the Olympic Games in Japan. He will make the proper decision!",85410,14336,2020,3,23,11,53
1241935285916782593,Twitter for iPhone,"WE CANNOT LET THE CURE BE WORSE THAN THE PROBLEM ITSELF. AT THE END OF THE 15 DAY PERIOD, WE WILL MAKE A DECISION AS TO WHICH WAY WE WANT TO GO!",322935,62124,2020,3,23,3,50
1241929664987148289,Twitter for iPhone,"I watch and listen to the Fake News, CNN, MSDNC, ABC, NBC, CBS, some of FOX (desperately &amp; foolishly pleading to be politically correct), the @nytimes, &amp; the @washingtonpost, and all I see is hatred of me at any cost. Don’t they understand that they are destroying themselves?",220574,47041,2020,3,23,3,28
1241897485779468288,Twitter for iPhone,"My friend (always there when I’ve needed him!), Senator @RandPaul, was just tested “positive” from the Chinese Virus. That is not good! He is strong and will get better. Just spoke to him and he was in good spirits.",195528,30530,2020,3,23,1,20
1241779803344248835,Twitter for iPhone,"The hard working men and women of @UPS are working overtime to maintain our supply chain and deliver medical supplies to those in need. Your work is critical to the health of our nation, keep it up!",197252,32093,2020,3,22,17,32
1241760294776561667,Twitter for iPhone,".@JBPritzker, Governor of Illinois, and a very small group of certain other Governors, together with Fake News @CNN &amp; Concast (MSDNC), shouldn’t be blaming the Federal Government for their own shortcomings. We are there to back you up should you fail, and always will be!",120067,28341,2020,3,22,16,14
1241739447122776064,Twitter for iPhone,Working very well with States and our Nation’s Governors. #TEAMWORK,94162,16354,2020,3,22,14,52
1241738770640232448,Twitter for iPhone,Thank you to Fred Smith and @FedEx for the rapid emergency deliveries you are making all over our Nation. Keep it going!,101416,19540,2020,3,22,14,49
1241732681366482944,Twitter for iPhone,"Ford, General Motors and Tesla are being given the go ahead to make ventilators and other metal products, FAST! @fema  Go for it auto execs, lets see how good you are? @RepMarkMeadows @GOPLeader @senatemajldr",160355,33908,2020,3,22,14,25
1241668853161168897,Twitter for iPhone,So true! https://t.co/ZQYjDYCrj2,31142,7744,2020,3,22,10,11
1241667793218678784,Twitter for iPhone,"That doesn’t sound like Michael, does it? https://t.co/sHoTUU1paT",40485,8491,2020,3,22,10,7
1241666830311272448,Twitter for iPhone,Maria is Great! https://t.co/nLSzlS0uDe,34008,6647,2020,3,22,10,3
1241574452762206208,Twitter for iPhone,https://t.co/Dc5QLivHWH,39957,11202,2020,3,22,3,56
1241571999270555649,Twitter for iPhone,Thank you @JennPellegrino @OANN https://t.co/5TLc8LpYIP,45437,10555,2020,3,22,3,46
1241565139981262848,Twitter for iPhone,"Thank you David, so true! https://t.co/dZNmUAVBO2",123715,27013,2020,3,22,3,19
1241563772134834178,Twitter for iPhone,Thank you! https://t.co/RBqIR7wtPt,66940,15997,2020,3,22,3,14
1241558583193583617,Twitter Media Studio,CHINESE VIRUS FACT CHECK https://t.co/qJugCylvE2,207879,67091,2020,3,22,2,53
1241468434640187392,Twitter for iPhone,https://t.co/hOFQEf1hUM,42309,11056,2020,3,21,20,55
1241464184761696268,Twitter for iPhone,https://t.co/IPslmvEFjA,76812,15436,2020,3,21,20,38
1241367245143642113,Twitter for iPhone,"....be put in use IMMEDIATELY. PEOPLE ARE DYING, MOVE FAST, and GOD BLESS EVERYONE! @US_FDA @SteveFDA @CDCgov @DHSgov",134011,30033,2020,3,21,14,13
1241367239900778501,Twitter for iPhone,"HYDROXYCHLOROQUINE &amp; AZITHROMYCIN, taken together, have a real chance to be one of the biggest game changers in the history of medicine. The FDA has moved mountains - Thank You! Hopefully they will BOTH (H works better with A, International Journal of Antimicrobial Agents).....",386534,103518,2020,3,21,14,13
1241354162144784384,Twitter for iPhone,"Great story. Thank you to Mr. Young of Jonesboro, Arkansas! https://t.co/i9xH8VXfS2",50904,12071,2020,3,21,13,21
1241182475759599616,Twitter for iPhone,https://t.co/MLLfFTqv19,60868,14732,2020,3,21,1,58
1241182310994792449,Twitter for iPhone,https://t.co/2wAUfZwBsa,57868,12536,2020,3,21,1,58
1241097732456099842,Twitter for iPhone,"Today I spoke with our Nation’s Small Businesses, which employ nearly half of America’s workforce. We are taking the MOST aggressive action in history to deliver fast relief to your businesses and workers. We will always protect our Small Businesses! @SBAgov https://t.co/lf3y5iJ4hd",101046,22820,2020,3,20,20,22
1241073365898727425,Twitter for iPhone,https://t.co/ytgBP3hJv1,125506,31743,2020,3,20,18,45
1240860872949542912,Twitter for iPhone,A Great Guy! https://t.co/L3sjMW9Inw,42675,8552,2020,3,20,4,41
1240859940908138498,Twitter for iPhone,"Steve is one of the very best in the Senate. He is competing against a failed Democrat Presidential candidate who never got close to 1%, and was sent packing. Had to be talked into this run by Schumer. Bad for 2nd A! I strongly Endorse @SteveDaines! https://t.co/x8yD7bRTgN",55546,14559,2020,3,20,4,37
1240782995209977857,Twitter for iPhone,https://t.co/xHttKvdJQy,63893,14118,2020,3,19,23,31
1240765945968234496,Twitter for iPhone,"America’s Private Sector is stepping up to help us be STRONG! Many of the Nation’s distillers, large and small, are producing and donating hand sanitizer to help fight #COVID19. THANK YOU! https://t.co/bcjKA9Janw",86366,20791,2020,3,19,22,23
1240764105155391488,Twitter for iPhone,"THANK YOU to our Police Officers, Fire Fighters, and EMS who help us defeat the Virus every day. Our proud nation is grateful for the unwavering dedication and sacrifice of our First Responders and their families. TOGETHER we will beat this!",226950,40144,2020,3,19,22,16
1240763308539510784,Twitter for iPhone,THANK YOU! #ThankATrucker https://t.co/VgzJ2LXXpi,85158,18963,2020,3,19,22,13
1240645364975271937,Twitter for iPhone,SOCIAL DISTANCING! https://t.co/H2jR59wArx,78756,19098,2020,3,19,14,24
1240622747732127746,Twitter for iPhone,"We are going to WIN, sooner rather than later!",345159,56017,2020,3,19,12,54
1240394725783416840,Twitter for iPhone,"STRONG &amp; UNITED, WE WILL PREVAIL! https://t.co/T6UCyaPRIy",189803,44441,2020,3,18,21,48
1240391871026864130,Twitter for iPhone,"I only signed the Defense Production Act to combat the Chinese Virus should we need to invoke it in a worst case scenario in the future. Hopefully there will be no need, but we are all in this TOGETHER!",206123,37323,2020,3,18,21,37
1240380132226928640,Twitter for iPhone,Thank you @HerschelWalker! https://t.co/qBXOa4eJzY,57423,12438,2020,3,18,20,50
1240379840987115532,Twitter for iPhone,"Today I spoke with American physicians and nurses to thank them for their tireless work. Doctors and nurses are at the front lines of this war and are true American HEROES! With their help, America will WIN.",171883,31032,2020,3,18,20,49
1240355986541613062,Twitter for iPhone,"...It cannot overcome the dedication of our doctors, nurses, and scientists — and it cannot beat the LOVE, PATRIOTISM, and DETERMINATION of our citizens. Strong and United, WE WILL PREVAIL!",122036,23598,2020,3,18,19,14
1240355985673392128,Twitter for iPhone,"I want all Americans to understand: we are at war with an invisible enemy, but that enemy is no match for the spirit and resolve of the American people...",272403,49627,2020,3,18,19,14
1240347278453411843,Twitter for iPhone,15 DAYS TO SLOW THE SPREAD! https://t.co/ytgBP3hJv1,116459,32527,2020,3,18,18,40
1240303426254372864,Twitter for iPhone,Thank you to our great American businesses for going above and beyond to keep our most vulnerable citizens safe! https://t.co/BlV0E4r5IB,79644,15756,2020,3,18,15,45
1240271178692005889,Twitter for iPhone,"We will be, by mutual consent, temporarily closing our Northern Border with Canada to non-essential traffic. Trade will not be affected. Details to follow!",144749,30617,2020,3,18,13,37
1240269231410774016,Twitter for iPhone,"....Also, according to the Daily Caller, leading Sleepy Joe Biden in Florida, 48% to 42%.",43991,8955,2020,3,18,13,30
1240269212871995393,Twitter for iPhone,"95% Approval Rating in the Republican Party, 53% overall. Not bad considering I get nothing but Fake &amp; Corrupt News, day and night. “Russia, Russia, Russia”, then “the Ukraine Scam (where’s the Whistleblower?)”, the “Impeachment Hoax”, and more, more, more....",124078,24129,2020,3,18,13,29
1240265729108303873,Twitter for iPhone,"The DNC will have gotten their fondest wish and defeated Bernie Sanders, far ahead of schedule. Now they are doing everything possible to be nice to him in order to keep his supporters. Bernie has given up, just like he did last time. He will be dropping out soon! MAGA/KAG",84487,19143,2020,3,18,13,16
1240243188708839424,Twitter for iPhone,"I always treated the Chinese Virus very seriously, and have done a very good job from the beginning, including my very early decision to close the “borders” from China - against the wishes of almost all. Many lives were saved. The Fake News new narrative is disgraceful &amp; false!",308757,60739,2020,3,18,11,46
1240234698053431305,Twitter for iPhone,I will be having a news conference today to discuss very important news from the FDA concerning the Chinese Virus!,167537,34939,2020,3,18,11,12
1240229954044002304,Twitter for iPhone,I will totally protect your Medicare &amp; Social Security!,163546,27783,2020,3,18,10,53
1240226752447873027,Twitter for iPhone,"For the people that are now out of work because of the important and necessary containment policies, for instance the shutting down of hotels, bars and restaurants, money will soon be coming to you. The onslaught of the Chinese Virus is not your fault! Will be stronger than ever!",221230,45969,2020,3,18,10,41
1240008233781248002,Twitter for iPhone,https://t.co/6gD7l9Po59,52923,13138,2020,3,17,20,12
1239997820242923521,Twitter for iPhone,The world is at war with a hidden enemy. WE WILL WIN!,561938,110979,2020,3,17,19,31
1239907845719691265,Twitter for iPhone,Federal Government is working very well with the Governors and State officials. Good things will happen! #KILLTHEVIRUS,105346,20738,2020,3,17,13,34
1239906156463652868,Twitter for iPhone,Failing  Michigan Governor must work harder and be much more proactive. We are pushing her to get the job done. I stand with Michigan!,102749,19410,2020,3,17,13,27
1239889767267008512,Twitter for iPhone,"Cuomo wants “all states to be treated the same.” But all states aren’t the same. Some are being hit hard by the Chinese Virus, some are being hit practically not at all. New York is a very big “hotspot”, West Virginia has, thus far, zero cases. Andrew, keep politics out of it....",179899,38433,2020,3,17,12,22
1239755298811908096,Twitter for iPhone,The “Times” is a disgrace to journalism! https://t.co/gfMc6fIbfI,87763,22354,2020,3,17,3,27
1239753277358686209,Twitter for iPhone,Great news Lindsey! https://t.co/Fn8C7IoZaF,61028,9104,2020,3,17,3,19
1239685852093169664,Twitter for iPhone,"The United States will be powerfully supporting those industries, like Airlines and others, that are particularly affected by the Chinese Virus. We will be stronger than ever before!",325278,71249,2020,3,16,22,51
1239650086491230209,Twitter for iPhone,I ask all Americans to band together and support your neighbors by not hoarding unnecessary amounts of food and essentials. TOGETHER we will stay STRONG and overcome this challenge!,246892,51975,2020,3,16,20,29
1239650018832891905,Twitter for iPhone,"Yesterday I spoke with the great American Grocers and Supply Chain Executives. We are confident that supply will continue to meet demand nationwide. These beacons of our community will remain open for you, no matter what. We are working hard to remove any barriers to that effort!",119711,25267,2020,3,16,20,29
1239646763222474754,Twitter for iPhone,https://t.co/tit0HdkE4e,66560,21560,2020,3,16,20,16
1239646718624436237,Twitter for iPhone,https://t.co/ZLmk41FA3H,52034,16598,2020,3,16,20,16
1239620630523322368,Twitter for iPhone,Just had a  very good tele-conference with Nation’s Governors. Went very well. Cuomo of New York has to “do more”.,97931,16922,2020,3,16,18,32
1239567267312152576,Twitter for iPhone,Everybody is so well unified and working so hard. It is a beautiful thing to see. They love our great Country. We will end up being stronger than ever before!,202184,35048,2020,3,16,15,0
1239532209427623936,Twitter for iPhone,God Bless the USA!,431628,68576,2020,3,16,12,41
1239394598667071488,Twitter for iPhone,https://t.co/HGMNIEImFT,93730,27459,2020,3,16,3,34
1239383648018804739,Twitter for iPhone,"I must say, that was a VERY boring debate. Biden lied when he said I want to cut Social Security and Medicare. That’s what they ALL said 4 years ago, and nothing happened, in fact, I saved Social Security and Medicare. I will not be cutting, but they will. Be careful!",185297,39634,2020,3,16,2,51
1239323762987851778,Twitter for iPhone,"The individual Governors of States, and local officials, must step up their efforts on drive up testing and testing sights, working in conjunction with @CDCgov and the Federal Government!",89916,19228,2020,3,15,22,53
1239252169150410752,Twitter for iPhone,"The Fake and Corrupt News never called Google. They said this was not true. Even in times such as these, they are not truthful. Watch for their apology, it won’t happen. More importantly, thank you to Google! https://t.co/AuvpbXNouW",103494,30140,2020,3,15,18,8
1239242219019735042,Twitter for iPhone,"So now it is reported that, after destroying his life &amp; the life of his wonderful family (and many others also), the FBI, working in conjunction with the Justice Department, has “lost” the records of General Michael Flynn. How convenient. I am strongly considering a Full Pardon!",234581,62455,2020,3,15,17,29
1239237382458806277,Twitter for iPhone,"Can’t believe they are not going after Schumer for the threats he made to our cherished United States Supreme Court, and our two great Justices. If a Republican did that, there would be an endless price to pay. Pathetic!",123762,30114,2020,3,15,17,9
1239235411463020544,Twitter for iPhone,"....The USA was never set up for this, just look at the catastrophe of the H1N1 Swine Flu (Biden in charge, 17,000 people lost, very late response time), but it soon will be. Great decision to close our China, and other, borders early. Saved many lives!",52709,13321,2020,3,15,17,2
1239235409491767298,Twitter for iPhone,"There will be a News Conference by the CoronaVirus Task Force today at the White House, 5 P.M. @VP  We are working closely with the Governors of our Country’s great States, which are a very big factor. They are working hard, along with us, to get the job properly done.....",72704,16995,2020,3,15,17,2
1239228460863819778,Twitter for iPhone,"We are doing very precise Medical Screenings at our airports. Pardon the interruptions and delays, we are moving as quickly as possible, but it is very important that we be vigilant and careful. We must get it right. Safety first!",137382,26110,2020,3,15,16,34
1239209878469644288,Twitter for iPhone,I am watching a great and beautiful service by Pastor Jentezen Franklin. Thank you! @Jentezen,82006,13203,2020,3,15,15,20
1239205277381132290,Twitter for iPhone,TODAY IS A NATIONAL DAY OF PRAYER. GOD BLESS EVERYONE!,406246,74515,2020,3,15,15,2
1239204333851488266,Twitter for iPhone,"Great Job by Judicial Watch. Potentially a treasure trove. Too bad you are not given more help, but it will all work out! https://t.co/rTYq9YCj2Q",66960,20551,2020,3,15,14,58
1239202025029734400,Twitter for iPhone,"This took place in the Rose Garden, just coming out of a cold Winter! https://t.co/bjHEC9zZkC",46341,10954,2020,3,15,14,49
1239201055315025920,Twitter for iPhone,Amazing how the Fake News never covers this. No Interest on Student Loans. The Dems are just talk! https://t.co/IexVDSYosP,74214,19864,2020,3,15,14,45
1239200405587976193,Twitter for iPhone,"Thank you Sara. Keep writing, great talent! https://t.co/ZMYHzicBcR",41950,8763,2020,3,15,14,42
1239198573016817665,Twitter for iPhone,Thank you! https://t.co/fVGdP2Vxt8,47468,10077,2020,3,15,14,35
1239005760664801281,Twitter for iPhone,https://t.co/XVPCplTDQn,141454,27724,2020,3,15,1,49
1238964078640578560,Twitter for iPhone,"Tomorrow I have called for a National Day of Prayer. I will be tuning in to Pastor @Jentezen at the @FreeChapel Church in Gainesville, Georgia at 11:00 AM EDT. God Bless the USA! https://t.co/mWYWOGJ1ye https://t.co/EWcHzEjFLH",86655,23989,2020,3,14,23,3
1238906131302494215,Twitter for iPhone,"The @CDCgov has published guidelines on https://t.co/p9j7kZsD7b to enable every American to respond to this epidemic and to protect themselves, their families and their communities.",57382,16261,2020,3,14,19,13
1238904264908582914,Twitter for iPhone,Just had a nice conversation with Prime Minister @JustinTrudeau of Canada. Great to hear that his wonderful wife Sophie is doing very well. The United States and Canada will continue to coordinate closely together on COVID-19.,93551,15087,2020,3,14,19,6
1238892672628281346,Twitter for iPhone,https://t.co/121KaqlSJQ,51075,12153,2020,3,14,18,20
1238886316013760519,Twitter for iPhone,COVID-19 UPDATE https://t.co/xzSHlNiS9K,53039,13429,2020,3,14,17,54
1238880558052257794,Twitter for iPhone,THE UNITED STATES LOVES ITALY! https://t.co/DESUJ4QM41,637837,115299,2020,3,14,17,31
1238860976176467969,Twitter for iPhone,"Just finished a meeting on Covid-19 in the Situation Room, news conference coming up shortly. https://t.co/JaNDpyMWjL https://t.co/x9lSEXjnea",51383,11125,2020,3,14,16,14
1238856787824164865,Twitter for iPhone,News Conference at White House in 10 minutes.,78822,11836,2020,3,14,15,57
1238824050924883968,Twitter for iPhone,SOCIAL DISTANCING!,230314,47485,2020,3,14,13,47
1238823680735612930,Twitter for iPhone,"Attending meetings on Covid-19 in the White House. Working with States and local governments, many of whom have done a great job. Full report latter!",97682,16129,2020,3,14,13,45
1238799084263260161,Twitter for iPhone,BIGGEST STOCK MARKET RISE IN HISTORY YESTERDAY!,182883,29753,2020,3,14,12,8
1238797759161008128,Twitter for iPhone,"Larry, I am not surprised that Candace was great. I would only be surprised if she wasn’t great! https://t.co/6DQJf9v9dX",93079,19515,2020,3,14,12,2
1238791333252399104,Twitter for iPhone,Good teamwork between Republicans &amp; Democrats as the House passes the big CoronaVirus Relief Bill. People really pulled together. Nice to see!,145498,21760,2020,3,14,11,37
1238637949530537985,Twitter for iPhone,"To those families and citizens who are worried and concerned for themselves and their loved ones, I want you to know that your Federal Government will unleash every authority, resource and tool at its disposal to safeguard the lives and health of our people. https://t.co/uVDY12vXAM",100238,23034,2020,3,14,1,27
1238626531510976512,Twitter for iPhone,"....the health and well-being of American families FIRST. Look forward to signing the final Bill, ASAP!",58740,12032,2020,3,14,0,42
1238626530361847810,Twitter for iPhone,....the Secretary of the Treasury and the Secretary of Labor to issue regulations that will provide flexibility so that in no way will Small Businesses be hurt. I encourage all Republicans and Democrats to come together and VOTE YES! I will always put....,57673,12225,2020,3,14,0,42
1238626501555298308,Twitter for iPhone,"I fully support H.R. 6201: Families First CoronaVirus Response Act, which will be voted on in the House this evening. This Bill will follow my direction for free CoronaVirus tests, and paid sick leave for our impacted American workers. I have directed....",118894,24595,2020,3,14,0,42
1238603402457812992,Twitter for iPhone,"Americans are the strongest and most resilient people on earth...We will remove or eliminate every obstacle necessary to deliver our people the care that they need, and that they are entitled to. No resource will be spared. https://t.co/gySUqewd4u",78493,19638,2020,3,13,23,10
1238599373417787394,Twitter for iPhone,"....No matter where you may be, I encourage you to turn towards prayer in an act of faith. Together, we will easily PREVAIL!",143009,34894,2020,3,13,22,54
1238599369466753026,Twitter for iPhone,"It is my great honor to declare Sunday, March 15th as a National Day of Prayer. We are a Country that, throughout our history, has looked to God for protection and strength in times like these....",371833,93503,2020,3,13,22,54
1238590988593086464,Twitter for iPhone,"At my request, effective midnight tonight, Carnival, Royal Caribbean, Norwegian, and MSC have all agreed to suspend outbound cruises for thirty days. It is a great and important industry – it will be kept that way!",120066,23988,2020,3,13,22,21
1238575476916006915,Twitter for iPhone,We will remove or eliminate every obstacle necessary to deliver our people the care they need. No resource will be spared! https://t.co/KcDZ9YoXZE,102644,22287,2020,3,13,21,19
1238570595710836738,Twitter for iPhone,"To unleash the full power of the Federal Government in this effort, today I am officially declaring a National Emergency. https://t.co/yu2GBcxWD6",95322,22317,2020,3,13,21,0
1238478818135945216,Twitter for iPhone,"I will be having a news conference today at 3:00 P.M., The White House. Topic: CoronaVirus!",149555,29013,2020,3,13,14,55
1238478167695863817,Twitter for iPhone,"To this point, and because we have had a very strong border policy, we have had 40 deaths related to CoronaVirus. If we had weak or open borders, that number would be many times higher!",157821,30423,2020,3,13,14,52
1238460927328075778,Twitter for iPhone,"The Federal Reserve must FINALLY lower the Fed Rate to something comparable to their competitor Central Banks. Jay Powell and group are putting us at a decided economic &amp; physiological disadvantage. Should never have been this way. Also, STIMULATE!",87662,21382,2020,3,13,13,44
1238442385048305664,Twitter for iPhone,"If you want to get money into the hands of people quickly &amp; efficiently, let them have the full money that they earned, APPROVE A PAYROLL TAX CUT until the end of the year, December 31. Then you are doing something that is really meaningful. Only that will make a big difference!",168527,42040,2020,3,13,12,30
1238410051758575617,Twitter for iPhone,".... Their response to H1N1 Swine Flu was a full scale disaster, with thousands dying, and nothing meaningful done to fix the testing problem, until now. The changes have been made and testing will soon happen on a very large scale basis. All Red Tape has been cut, ready to go!",72886,19460,2020,3,13,10,22
1238410044263333894,Twitter for iPhone,"For decades the @CDCgov looked at, and studied,  its testing system, but did nothing about it. It would always be inadequate and slow for a large scale pandemic, but a pandemic would never happen, they hoped. President Obama made changes that only complicated things further.....",89614,23860,2020,3,13,10,22
1238292145242603522,Twitter for iPhone,"“The Obama White House had to immediately issue an apology for Joe Biden’s remarks, and any alarm that he might have caused, an alarm about a Swine Flu outbreak that took 6 months for President Obama to declare a National Emergency, and that killed 12,000 Americans.” @LouDobbs",96229,29795,2020,3,13,2,33
1238288908431036423,Twitter for iPhone,"Sleepy Joe Biden was in charge of the H1N1 Swine Flu epidemic which killed thousands of people. The response was one of the worst on record. Our response is one of the best, with fast action of border closings &amp; a 78% Approval Rating, the highest on record. His was lowest!",142504,35827,2020,3,13,2,20
1238283146350809088,Twitter for iPhone,"Just had a great conversation with Prime Minister Abe of Japan. I told him that the just completed Olympic venue is magnificent. He has done an incredible job, one that will make him very proud. Good things will happen for Japan and their great Prime Minister. Lots of options!",124989,22156,2020,3,13,1,58
1238193633825882113,Twitter for iPhone,"108 countries are dealing with the CoronaVirus problem, some of which we are helping!",138456,22361,2020,3,12,20,2
1238163357049511937,Twitter for iPhone,"KEEPING THE WORKPLACE SAFE, ENCOURAGE YOUR EMPLOYEES TO.... https://t.co/Fgt0HTv2KU",31722,9198,2020,3,12,18,2
1238163344902799364,Twitter for iPhone,"KEEPING COMMERCIAL ESTABLISHMENTS SAFE, ENCOURAGE YOUR EMPLOYEES AND CUSTOMERS TO.... https://t.co/Fxx6DlHmPf",31107,8865,2020,3,12,18,2
1238163334412881920,Twitter for iPhone,"KEEPING THE SCHOOL SAFE, ENCOURAGE YOUR FACULTY, STAFF, AND STUDENTS TO.... https://t.co/mfLgNN3b19",13431,4186,2020,3,12,18,1
